269	The Content of Their Character	1996-00-00	An	1	8	\N
270	Fluffy	1996-00-00	An	1	8	\N
271	When There's a Will, There's a Way	1996-00-00	An	1	8	\N
272	Appointment in Sinai	1996-00-00	An	1	8	\N
273	A Replant Day Carol	1996-00-00	An	1	8	\N
274	Already in Heaven	1997-00-00	An	1	8	\N
275	On the Application of Quantum Probability Tunneling to Improve Manufacturability of Printed Circuit Board Designs: A Case Study	1997-00-00	An	1	8	\N
276	Waiting for the Riddlers	1997-00-00	An	1	8	\N
277	Last Exit Before the Final Frontier	1997-00-00	An	1	8	\N
278	The Big One	1997-00-00	An	1	8	\N
279	Moon-Calf	1998-00-00	An	1	8	\N
280	In Space, No One Can Hear	1998-00-00	An	1	8	\N
281	Spindown	1998-00-00	An	1	8	\N
282	Nor Through Inaction	1998-00-00	An	1	8	\N
283	Artifacts	1998-00-00	An	1	8	\N
284	Sam Boone and the Teacup Conundrum	1998-00-00	An	1	8	\N
285	Democritus' Violin	1999-00-00	An	1	8	\N
286	Nor a Lender Be	1999-00-00	An	1	8	\N
287	Ark Ascension	1999-00-00	An	1	8	\N
288	You May Already Be a Winner	1999-00-00	An	1	8	\N
289	The Dashing About Flying Box People	1999-00-00	An	1	8	\N
290	Sheena 5	2000-00-00	An	1	8	\N
291	Kaddish for the Last Survivor	2000-00-00	An	1	8	\N
292	Night Voices	2000-00-00	An	1	8	\N
293	I Wish You Dead	2000-00-00	An	1	8	\N
294	Any Mother's Son	2000-00-00	An	1	8	\N
295	Jake, Me, and the Zipper	2001-00-00	An	1	8	\N
296	What Weena Knew	2001-00-00	An	1	8	\N
297	Fresh Air	2001-00-00	An	1	8	\N
298	Resurrection	2001-00-00	An	1	8	\N
299	Going, Going, Gone	2001-00-00	An	1	8	\N
300	Christmas at Ground Zero	2001-00-00	An	1	8	\N
301	The Hunters of Pangaea	2002-00-00	An	1	8	\N
302	Forget Me Not	2002-00-00	An	1	8	\N
303	It's Only Human	2002-00-00	An	1	8	\N
305	The History of Chan's Journey to the Celestial Regions	2002-00-00	An	1	8	\N
306	Build Your Own A-Bomb and Wake Up the Neighborhood	1979-00-00	An	1	3	\N
307	The Spaceport	1979-00-00	An	1	3	\N
308	Funding the Future	1979-00-00	An	1	3	\N
309	Future Food	1979-00-00	An	1	3	\N
310	American Enthusiasm for Spaceflight	1979-00-00	An	1	3	\N
311	Demythologizing the Black Hole	1980-00-00	An	1	3	\N
312	A Taste of Dragon's Egg	1980-00-00	An	1	3	\N
313	Death Risk	1980-00-00	An	1	3	\N
314	Man's Biological Future	1980-00-00	An	1	3	\N
315	Steamer Time (Again?)	1980-00-00	An	1	3	\N
316	Extraterrestrial Zoology	1981-00-00	An	1	3	\N
317	Base Eight Arithmetic, Meteors, and Man	1981-00-00	An	1	3	\N
318	Mars in 1995!	1981-00-00	An	1	3	\N
319	Mercury's Missing Divot	1981-00-00	An	1	3	\N
320	New Communications Technologies and the Developing World	1982-00-00	An	1	3	\N
321	Exploring the Asteroids	1982-00-00	An	1	3	\N
322	Alien Sex	1982-00-00	An	1	3	\N
323	Space Transportation: You Can Get There From Here!	1982-00-00	An	1	3	\N
324	The Inner Five	1982-00-00	An	1	3	\N
325	The Blivit in the B-Ring	1983-00-00	An	1	3	\N
326	Xenology: The New Science of Asking, "Who's Out There?"	1983-00-00	An	1	3	\N
327	To the Stars!	1983-00-00	An	1	3	\N
328	Science and Creation	1983-00-00	An	1	3	\N
329	Flattening Spacetime	1983-00-00	An	1	3	\N
330	The Deadly Thing at 2.4 Kiloparsecs	1984-00-00	An	1	3	\N
331	Advanced Machining in Ancient Egypt	1984-00-00	An	1	3	\N
332	Axes, Saws, and Alphabets	1984-00-00	An	1	3	\N
333	Xenopsychology	1984-00-00	An	1	3	\N
334	The Galaxy Before Man	1984-00-00	An	1	3	\N
335	Just How Dangerous Is the Galaxy?	1985-00-00	An	1	3	\N
336	The Postdiluvian World	1985-00-00	An	1	3	\N
337	Russians to Mars	1985-00-00	An	1	3	\N
